age_category,pixel_0,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17
0,0.013377777777183209,0.023422222221181233,0.00924444444403358,0.014977777777112098,0.014666666666014815,0.048888888886716046,0.0557333333308563,0.12431111110558617,0.1690666666591526,0.20711111110190616,0.06399999999715555,0.05297777777542321,0.023377777776738766,0.030711111109746173,0.017155555554793086,0.007822222221874568,0.07293333333009185,0.05022222221999012
0,0.06546666666375704,0.041911111109248396,0.02368888888783605,0.03199999999857778,0.026399999998826668,0.03808888888719605,0.04844444444229136,0.07835555555207309,0.09128888888483161,0.08422222221847901,0.04875555555338864,0.04168888888703605,0.032311111109675064,0.038399999998293334,0.03248888888744494,0.02666666666548148,0.0905777777737521,0.1592444444373669
0,0.027422222221003455,0.03151111110971062,0.012888888888316049,0.021822222221252345,0.022444444443446912,0.04599999999795556,0.060266666663988146,0.12502222221666567,0.15413333332648296,0.13808888888275161,0.06311111110830617,0.051333333331051854,0.031155555554170863,0.03333333333185185,0.022355555554561975,0.014222222221590123,0.056355555553050864,0.08853333332939851
0,0.0761777777743921,0.03951111110935506,0.02835555555429531,0.031555555554153084,0.028711111109835062,0.0371555555539042,0.047599999997884446,0.07382222221894123,0.08471111110734617,0.07679999999658667,0.046533333331265185,0.0371555555539042,0.029644444443126913,0.03835555555385086,0.03399999999848889,0.029422222220914566,0.09377777777360988,0.16671111110370174
0,0.06875555555249975,0.04444444444246914,0.024444444443358023,0.030533333331976296,0.02671111110992395,0.03906666666493037,0.04715555555345975,0.08226666666301037,0.09088888888484938,0.0851111111073284,0.048488888886733826,0.038222222220523454,0.028711111109835062,0.03711111110946173,0.03288888888742716,0.027999999998755555,0.0925777777736632,0.15462222221535013
0,0.055555555553086416,0.03422222222070123,0.019911111110226174,0.030533333331976296,0.029244444443144692,0.04502222222022123,0.05582222221974124,0.0941777777735921,0.09835555555118419,0.0996444444400158,0.05533333333087408,0.04728888888678716,0.029511111109799506,0.034577777776240985,0.031822222220807904,0.023377777776738766,0.08124444444083358,0.1343555555495842
0,0.06617777777483654,0.040177777775992095,0.02208888888790716,0.02835555555429531,0.027555555554330865,0.042799999998097776,0.05364444444206025,0.08257777777410766,0.08897777777382321,0.08657777777392987,0.05199999999768889,0.044088888886929384,0.032044444443020244,0.035822222220630126,0.03142222222082568,0.021377777776827655,0.089999999996,0.15431111110425283
0,0.05959999999735111,0.0348444444428958,0.019777777776898764,0.026888888887693828,0.02617777777661432,0.03866666666494815,0.04777777777565432,0.07555555555219753,0.08088888888529383,0.09555555555130864,0.0522666666643437,0.04013333333154963,0.031111111109728393,0.039199999998257774,0.02786666666542815,0.020755555554633084,0.14017777777154766,0.14275555554921085
0,0.0012888888888316049,0.011022222221732346,8.888888888493826e-05,0.0017333333332562964,0.0010222222221767901,0.08031111110754173,0.012933333332758519,0.11257777777277432,0.13359999999406222,0.29119999998705776,0.043911111109159504,0.06066666666397037,0.0028444444443180244,0.07111111110795061,0.0012888888888316049,0.0,0.1571111111041284,0.017288888888120493
0,0.008577777777396543,0.0210222222212879,0.00462222222201679,0.007866666666317038,0.006933333333025185,0.05306666666430815,0.03364444444294914,0.09995555555111309,0.13124444443861136,0.2079111111018706,0.04835555555340642,0.046044444442398025,0.015599999999306667,0.045066666664663704,0.011955555555024198,0.006799999999697778,0.2067999999908089,0.04453333333135407
0,0.009955555555113087,0.023377777776738766,0.006622222221927901,0.009999999999555555,0.010888888888404938,0.052133333331016295,0.03906666666493037,0.13111111110528395,0.1852888888806538,0.22226666665678815,0.0682666666636326,0.05813333333074963,0.018399999999182223,0.03697777777613432,0.011288888888387161,0.005377777777538765,0.06839999999696,0.04244444444255802
0,0.06266666666388149,0.041822222220363456,0.02097777777684543,0.03031111110976395,0.026266666665499257,0.040355555553761975,0.053777777775387656,0.08977777777378765,0.10026666666221037,0.08844444444051358,0.050755555553299754,0.03942222222047012,0.031644444443038024,0.03706666666501926,0.032799999998542224,0.023555555554508643,0.08239999999633778,0.14768888888232493
0,0.10786666666187258,0.046844444442362465,0.03151111110971062,0.036622222220594566,0.029199999998702222,0.028044444443198025,0.03315555555408198,0.04111111110928395,0.04351111110917728,0.04666666666459259,0.03235555555411753,0.030177777776436543,0.03257777777632988,0.04031111110931951,0.039377777776027655,0.03226666666523259,0.1275999999943289,0.22079999999018665
0,0.005333333333096296,0.015511111110421728,0.005377777777538765,0.009866666666228149,0.007999999999644444,0.04297777777586766,0.040355555553761975,0.1507555555488553,0.229644444434238,0.23666666665614813,0.07164444444126025,0.052622222219883455,0.014799999999342221,0.03026666666532148,0.006755555555255309,0.004577777777574321,0.044577777775796544,0.03026666666532148
0,0.007022222221910123,0.015555555554864197,0.0064888888886004935,0.009066666666263703,0.00875555555516642,0.05315555555319309,0.03528888888732049,0.1320444444385758,0.19804444443564245,0.24079999998929777,0.05613333333083852,0.051733333331034075,0.015688888888191605,0.039955555553779755,0.009822222221785679,0.005999999999733333,0.08328888888518717,0.031155555554170863
0,0.01439999999936,0.025022222221110123,0.005911111110848395,0.009111111110706173,0.009022222221821235,0.04822222222007901,0.03137777777638321,0.08391111110738173,0.12155555555015309,0.22035555554576197,0.04502222222022123,0.04208888888701827,0.016266666665943702,0.03826666666496593,0.012711111110546172,0.007333333333007407,0.20857777776850764,0.060844444441740246
0,0.011022222221732346,0.02155555555459753,0.009644444444015802,0.011022222221732346,0.010311111110652839,0.041244444442611355,0.041822222220363456,0.14395555554915754,0.2129777777683121,0.2208888888790716,0.06688888888591604,0.05266666666432593,0.019288888888031604,0.029111111109817282,0.010933333332847408,0.007999999999644444,0.044666666664681484,0.043999999998044444
0,0.007822222221874568,0.01804444444364247,0.006266666666388148,0.012177777777236543,0.015733333332634075,0.04484444444245136,0.050088888886662714,0.1354666666606459,0.25106666665550814,0.2069333333241363,0.061422222219492346,0.04373333333138963,0.0185777777769521,0.02773333333210074,0.010533333332865186,0.004888888888671605,0.04933333333114074,0.035333333331762966
0,0.006133333333060741,0.015511111110421728,0.006088888888618272,0.009466666666245925,0.009066666666263703,0.04915555555337087,0.03817777777608099,0.13359999999406222,0.23964444443379357,0.22324444443452246,0.055155555553104196,0.03684444444280691,0.014666666666014815,0.03244444444300247,0.010622222221750124,0.007288888888564938,0.08324444444074469,0.029644444443126913
0,0.04728888888678716,0.03248888888744494,0.017155555554793086,0.02715555555434864,0.029733333332011853,0.04484444444245136,0.061333333330607406,0.1038222222176079,0.1213777777723832,0.10777777777298765,0.05924444444181136,0.04657777777570765,0.03266666666521482,0.03208888888746272,0.027333333332118518,0.01853333333250963,0.0702666666635437,0.12031111110576395
0,0.01804444444364247,0.029555555554241976,0.008355555555184198,0.01284444444387358,0.012711111110546172,0.056844444441918024,0.043599999998062224,0.1182222222169679,0.12115555555017087,0.18742222221389235,0.057333333330785184,0.062133333330571854,0.021199999999057778,0.04551111110908839,0.016844444443695802,0.011955555555024198,0.10764444443966024,0.06862222221917234
0,0.012222222221679012,0.026799999998808888,0.007777777777432098,0.011111111110617284,0.010577777777307654,0.05364444444206025,0.03431111110958617,0.10648888888415604,0.14688888888236049,0.2046222222131279,0.05671111110859062,0.05439999999758222,0.018844444443606913,0.045377777775760984,0.01395555555493531,0.010355555555095309,0.13066666666085927,0.055244444441989136
0,0.0021333333332385187,0.011911111110581728,0.0025777777776632097,0.003955555555379753,0.0035555555553975307,0.0629333333305363,0.023022222221199012,0.11151111110615507,0.23435555554513976,0.25355555554428644,0.04942222222002568,0.043911111109159504,0.009866666666228149,0.0473777777756721,0.006044444444175802,0.002311111111008395,0.11191111110613729,0.019644444443571357
0,0.005866666666405926,0.018755555554721973,0.008311111110741728,0.010933333332847408,0.010311111110652839,0.0378666666649837,0.04164444444259358,0.14004444443822026,0.282222222209679,0.2125333333238874,0.05604444444195358,0.04004444444266469,0.016355555554828642,0.025822222221074567,0.010799999999519999,0.006933333333025185,0.042222222220345676,0.033288888887409385
0,0.02711111110990617,0.025911111109959507,0.012666666666103703,0.018088888888084936,0.0185777777769521,0.042799999998097776,0.05711111110857284,0.1310666666608415,0.17417777777003654,0.16484444443711802,0.06346666666384593,0.04728888888678716,0.021911111110137285,0.030622222220861233,0.01751111111033284,0.014533333332687408,0.05697777777524543,0.07533333332998518
0,0.009555555555130863,0.025777777776632097,0.01084444444396247,0.01542222222153679,0.012488888888333827,0.04431111110914173,0.04599999999795556,0.13511111110510618,0.2316888888785916,0.19648888888015606,0.06671111110814618,0.04533333333131852,0.02213333333234963,0.026266666665499257,0.014488888888244938,0.009999999999555555,0.045155555553548644,0.042222222220345676
0,0.009955555555113087,0.0204444444435358,0.007822222221874568,0.011733333332811851,0.011644444443926913,0.044666666664681484,0.04462222222023901,0.14164444443814914,0.22577777776774322,0.2089777777684899,0.061733333330589626,0.04688888888680494,0.018622222221394567,0.02982222222089679,0.011422222221714568,0.008133333332971851,0.052533333330998515,0.04355555555361975
0,0.00462222222201679,0.013999999999377778,0.004177777777592099,0.008622222221839013,0.008399999999626666,0.03479999999845333,0.045066666664663704,0.16515555554821532,0.2711111110990617,0.23924444443381135,0.06208888888612938,0.04293333333142518,0.014088888888262716,0.018711111110279507,0.008888888888493826,0.00511111111088395,0.026577777776596544,0.026399999998826668
0,0.008044444444086913,0.021377777776827655,0.008488888888511605,0.01231111111056395,0.01395555555493531,0.04746666666455704,0.04919999999781333,0.13675555554947752,0.2273777777676721,0.21244444443500246,0.07093333333018075,0.05404444444204247,0.01951111111024395,0.027511111109888395,0.011688888888369383,0.007422222221892346,0.0335555555540642,0.037911111109426174
