age_category,pixel_0,pixel_1,pixel_2,pixel_3,pixel_4,pixel_5,pixel_6,pixel_7,pixel_8,pixel_9,pixel_10,pixel_11,pixel_12,pixel_13,pixel_14,pixel_15,pixel_16,pixel_17,pixel_18,pixel_19,pixel_20,pixel_21,pixel_22,pixel_23,pixel_24,pixel_25
3,0.06949412365792142,0.04548841764557265,0.021376256174189062,0.01066683699528757,0.007036705842200683,0.005088570941863732,0.0048437233860836775,0.005088570941863732,0.005535683869809917,0.005961505705949141,0.007664793050506039,0.009921648782043928,0.011816555952863477,0.011412025208531214,0.007686084142313,0.007068642479911125,0.006270226537150079,0.00575924033378301,0.005695367058362126,0.00629151762895704,0.0076541475046025586,0.012444643161168832,0.022238545392370992,0.03758942258519003,0.06463975472593426,0.5952669902849252
3,0.016959977291880028,0.016285835935089817,0.009757309111437254,0.008539123852675997,0.009118648878688634,0.01130665152792002,0.012028101050099016,0.01662882013415852,0.021903680575008237,0.03168464376913988,0.047107105685884346,0.07849607342134432,0.10610038792570135,0.0934691077668953,0.05564622953856034,0.03723152616097512,0.023358406660713427,0.019490964140180117,0.013884946541608894,0.01123568927983684,0.009603557573923697,0.00891758917578629,0.010585202005741022,0.011957138802015837,0.03681757971382324,0.2818857034690855
3,0.03545305714387377,0.025001948977932974,0.015660611841460215,0.011625080825212781,0.011166497755184664,0.010276846599330116,0.009428467919778099,0.011395789290198723,0.013885895360451402,0.017609589889079718,0.02397472290106999,0.03308676850252869,0.03567776284818755,0.04064880332729234,0.02763880163059465,0.023410665724935404,0.017490358290872407,0.01699508857524204,0.013693290471039593,0.014844333976810167,0.014720516547902575,0.015046110527622539,0.022016573192049926,0.025442188725159964,0.053828480759900446,0.45998174839170336
3,0.027437167492001927,0.020179783525810457,0.012959090075120461,0.010023848835002576,0.010801687763633815,0.011036507062843247,0.011469455145760634,0.014624839478887361,0.017838928636816444,0.024788112272795537,0.03625022931545588,0.05597505044904806,0.06407631627177342,0.06654191891347244,0.042913226930523476,0.032419739497102036,0.021720785176872346,0.018690148596450632,0.014008438818462605,0.013847000550256122,0.012797651806913977,0.012951751972020167,0.017376628141497878,0.018374610163137958,0.04057971014462976,0.3703173729563726
3,0.029528045464561073,0.018408697800082006,0.013013755044353276,0.01025450951279736,0.011325261510117566,0.011737089201394569,0.012601927353076274,0.016843752573229398,0.022938802404129034,0.02903385223502867,0.04554814265523646,0.07326414627817873,0.0873898360889799,0.0848365044030625,0.05259039617607321,0.034717074374651304,0.024421382092726242,0.017337945802761802,0.014825796885972086,0.015072893500738288,0.01363149658126878,0.011613540894011468,0.012148916892671571,0.012684292891331673,0.02372127501755534,0.30051066632482865
3,0.03077485380004478,0.017105263157269544,0.012499999999543128,0.012975146198356172,0.01451023391759831,0.014546783625199313,0.014656432748002324,0.020358187133758837,0.025657894735904317,0.033479532162519025,0.047843567249713316,0.07298976607920359,0.07708333333051597,0.07448830409084473,0.04586988303925914,0.034539473682948116,0.02225877192901101,0.01684941520406252,0.015241228069618376,0.012573099414745135,0.012755847952750152,0.014035087718785267,0.012975146198356172,0.01418128654918928,0.028179824560373545,0.3015716374158782
3,0.028005725189503543,0.015982824426718376,0.014217557251230079,0.014169847327568232,0.014360687022215615,0.013645038167287927,0.016937022899955294,0.020515267174593736,0.02943702289935892,0.038120229005814875,0.04980916030296712,0.07399809159952299,0.08153625953809464,0.07705152671388113,0.04527671755509176,0.03172709923512752,0.02175572518980173,0.01593511450305653,0.014408396945877462,0.013645038167287927,0.012643129770389163,0.01292938931236024,0.015505725190099918,0.012309160304756242,0.02418893129655587,0.2918893129631732
3,0.024019248021694414,0.017514884593069185,0.01137753853659209,0.009012315471637462,0.010194927004114776,0.00999102846403248,0.010684283500312286,0.014007829703653702,0.019839327950007354,0.028484626049496684,0.04663159611682099,0.07489193377222714,0.09768779055342779,0.09138732566488485,0.05119892341466441,0.034927819916097225,0.020206345322155487,0.01761683386311033,0.014048609411670162,0.013008726857250455,0.011255199412542712,0.011295979120559171,0.013375744229398585,0.015108881820098098,0.031502324442714655,0.3007299567673777
3,0.03312142988607327,0.021789202136457103,0.017412935322580942,0.01391192187148001,0.01147042564900173,0.01285240464285736,0.011516491615463585,0.015339966831797495,0.021052146673067432,0.02929795466973936,0.04385480007168533,0.06135986732718998,0.07665376819252562,0.07273816104326801,0.043163810574757516,0.03367422148361552,0.023631840794931278,0.017366869356119086,0.012714206743471798,0.012714206743471798,0.014741109267793389,0.012345679011776963,0.015247834898873786,0.01497143910010266,0.02556661138632916,0.3314906946595038
3,0.03369694351369053,0.022270223565778804,0.01656766389423118,0.012657954422450417,0.013392374986210338,0.013219570147678592,0.012333945350203393,0.014969219137812524,0.018122907441016894,0.02434388162815976,0.03266011448250005,0.04914137595746536,0.059444864454920726,0.06294416243518859,0.0395723080237699,0.032876120530664736,0.022335025380228208,0.020542175180461343,0.015034020952261928,0.01639485905569943,0.013305972566944465,0.014407603412584348,0.017129279619459353,0.018317312884365108,0.040328329192346295,0.3639917917623071
3,0.03103905496562522,0.019969463194712926,0.01454516232693376,0.012033911925184146,0.013158952105167973,0.012415621986250088,0.01344021215016393,0.017377852780107325,0.023424943747520393,0.029713114753501423,0.042309546768677486,0.05986820957771078,0.07250482159931483,0.06525233043906195,0.043414496945447315,0.03103905496562522,0.021757473480758648,0.01798055287652723,0.01480633236871572,0.014263902281937803,0.01337994214052194,0.012234811957324116,0.01344021215016393,0.01573047251655958,0.03302796528381091,0.34187158469258533
3,0.027224801321183812,0.01597293256705293,0.013192750543887724,0.013376347469945803,0.012510819104243428,0.014189419571060156,0.014294332100236201,0.01904162404545226,0.024077425445902446,0.033781834394686655,0.04975476696173959,0.07789755291321379,0.08723476800988185,0.08227765100631369,0.050095732681561735,0.030686914783993314,0.02113987462897317,0.016261442022287055,0.012432134707361394,0.011461693812482973,0.01140923754789495,0.01122564062183687,0.013533716263709871,0.012773100427183541,0.028850945523412518,0.2953025414982741
3,0.0445134575523278,0.023809523807059054,0.018737060039468213,0.015424430640225214,0.009523809522823622,0.013250517596971996,0.014389233952961777,0.01697722567112037,0.023602484469606368,0.025465838506680553,0.03737060041021008,0.05175983436317186,0.06356107659797504,0.05538302276859389,0.034886128360777834,0.025569358175406898,0.016563146996214993,0.014699792959140808,0.010455486541360715,0.01086956521626609,0.008488612835560185,0.011490683228624152,0.01501035196531984,0.015734989646404244,0.030434782605545052,0.39202898546666365
3,0.040166204983500445,0.023611660729217013,0.02011607967153963,0.019192718637436174,0.016092863737231705,0.014839730905234156,0.012993008837027238,0.01952249043533027,0.021501121222694822,0.0249967022803722,0.0385833003536088,0.05190608098853013,0.06509695290429383,0.05817174514851789,0.036274897768350155,0.025194565359108655,0.01589500065849525,0.012069647802923779,0.010288880094295681,0.00949742777934986,0.013520643713657786,0.015301411422285884,0.018599129401226808,0.018731038120384444,0.03469199313845851,0.36314470384097447
3,0.017523364485864328,0.01906542056062039,0.010727636849060562,0.007082777036000782,0.008711615487258266,0.008998664886455282,0.009425901201539213,0.01331775700925689,0.018017356475180123,0.024352469959784028,0.035500667556505335,0.05272363150832628,0.060280373831373295,0.07223631508630016,0.041822429906262865,0.035413885180003914,0.02232309746313536,0.020841121495187975,0.013751668891764006,0.014152202937155191,0.012129506007929709,0.010547396528634529,0.01675567423219789,0.018538050734188665,0.04867156208245212,0.38708945260088723
3,0.016444112096168896,0.014549727593102234,0.008695652173851114,0.0075632945197623945,0.009244026635265148,0.010974610974532815,0.011494498450938329,0.017035217035095713,0.023815119467123773,0.03412028629395634,0.05068546807641145,0.07518427518373974,0.08892924545035125,0.09140049139984047,0.05472349820136934,0.03981768329566059,0.026243634939100213,0.019463732507072153,0.014115301071722285,0.012256525299916273,0.011181141615844594,0.009429192037820538,0.012420325463715269,0.012762169283817525,0.026122565252813996,0.30132820567388574
